,jobID,agency,businessTitle,#ofPositions,jobCategory,salaryRangeFrom,salaryRangeTo,workLocation1
319,372029,DEPT OF ENVIRONMENT PROTECTION,Information Technology Manager,1,"Technology, Data & Innovation",85000.0,95000.0,"100 Gold Street, New York NY"
320,372029,DEPT OF ENVIRONMENT PROTECTION,Information Technology Manager,1,"Technology, Data & Innovation",85000.0,95000.0,"100 Gold Street, New York NY"
321,372196,TAXI & LIMOUSINE COMMISSION,Project Manager - Business Analyst,1,"Technology, Data & Innovation",85000.0,98000.0,"33 Beaver St, New York Ny"
322,372196,TAXI & LIMOUSINE COMMISSION,Project Manager - Business Analyst,1,"Technology, Data & Innovation",85000.0,98000.0,"33 Beaver St, New York Ny"
323,372255,TAXI & LIMOUSINE COMMISSION,Quality Analyst Lead - Digital Solutions,1,"Technology, Data & Innovation",85000.0,98000.0,"33 Beaver St, New York Ny"
324,372255,TAXI & LIMOUSINE COMMISSION,Quality Analyst Lead - Digital Solutions,1,"Technology, Data & Innovation",85000.0,98000.0,"33 Beaver St, New York Ny"
325,372545,CONSUMER AFFAIRS,Labor Standards Investigator,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",41269.0,53000.0,"42 Broadway, New York, N.Y."
326,372545,CONSUMER AFFAIRS,Labor Standards Investigator,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",41269.0,53000.0,"42 Broadway, New York, N.Y."
327,372996,TAXI & LIMOUSINE COMMISSION,Deputy Chief for Safety & Emissions,2,"Public Safety, Inspections, & Enforcement",85000.0,85000.0,24-55 Bklyn Qns Expy Woodside
328,372996,TAXI & LIMOUSINE COMMISSION,Deputy Chief for Safety & Emissions,2,"Public Safety, Inspections, & Enforcement",85000.0,85000.0,24-55 Bklyn Qns Expy Woodside
329,373167,DEPT OF DESIGN & CONSTRUCTION,Administrative Assistant,1,"Engineering, Architecture, & Planning",49390.0,71794.0,"30-30 Thomson Avenue, LIC, NY"
330,373167,DEPT OF DESIGN & CONSTRUCTION,Administrative Assistant,1,"Engineering, Architecture, & Planning",49390.0,71794.0,"30-30 Thomson Avenue, LIC, NY"
331,373805,DEPARTMENT OF INVESTIGATION,Policy Analyst,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",50227.0,66950.0,80 Maiden Lane
332,373805,DEPARTMENT OF INVESTIGATION,Policy Analyst,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",50227.0,66950.0,80 Maiden Lane
333,373833,DEPT OF ENVIRONMENT PROTECTION,Engineering Intern,1,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",49916.0,53170.0,"59-17 Junction Blvd, Corona NY"
334,373833,DEPT OF ENVIRONMENT PROTECTION,Engineering Intern,1,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",49916.0,53170.0,"59-17 Junction Blvd, Corona NY"
335,373860,DEPT OF DESIGN & CONSTRUCTION,Program Director,1,"Engineering, Architecture, & Planning",60435.0,161497.0,"30-30 Thomson Avenue, LIC, NY"
336,373860,DEPT OF DESIGN & CONSTRUCTION,Program Director,1,"Engineering, Architecture, & Planning",60435.0,161497.0,"30-30 Thomson Avenue, LIC, NY"
337,373927,DEPT OF ENVIRONMENT PROTECTION,Stationary Engineer (Electric),15,Building Operations & Maintenance,363.92,363.92,Various â€“ Citywide
338,373927,DEPT OF ENVIRONMENT PROTECTION,Stationary Engineer (Electric),15,Building Operations & Maintenance,363.92,363.92,Various â€“ Citywide
339,373928,DEPT OF ENVIRONMENT PROTECTION,Stationary Engineer (Electric),15,Building Operations & Maintenance,363.92,363.92,Various â€“ Citywide
340,374267,DEPT OF INFO TECH & TELECOMM,Data Systems Manager,1,"Technology, Data & Innovation",54643.0,120000.0,"New York, NY"
341,374532,DEPARTMENT OF TRANSPORTATION,Civil Engineer 3,3,"Engineering, Architecture, & Planning",87490.0,118610.0,"55 Water Street, NY, NY"
342,374532,DEPARTMENT OF TRANSPORTATION,Civil Engineer 3,3,"Engineering, Architecture, & Planning",87490.0,118610.0,"55 Water Street, NY, NY"
343,374697,TAXI & LIMOUSINE COMMISSION,Special Projects Program Manager,1,"Policy, Research & Analysis",60000.0,70000.0,"33 Beaver St, New York Ny"
344,374697,TAXI & LIMOUSINE COMMISSION,Special Projects Program Manager,1,"Policy, Research & Analysis",60000.0,70000.0,"33 Beaver St, New York Ny"
345,374717,DEPT OF INFO TECH & TELECOMM,Public Safety Facility Manager,1,"Technology, Data & Innovation",54643.0,100000.0,"Brooklyn, NY"
346,374742,TAXI & LIMOUSINE COMMISSION,Program Data Analyst,1,"Policy, Research & Analysis",52524.0,62000.0,"33 Beaver St, New York Ny"
347,374742,TAXI & LIMOUSINE COMMISSION,Program Data Analyst,1,"Policy, Research & Analysis",52524.0,62000.0,"33 Beaver St, New York Ny"
348,374844,DEPT OF ENVIRONMENT PROTECTION,Associate Project Manager 02,1,"Engineering, Architecture, & Planning",72476.0,106222.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
349,374844,DEPT OF ENVIRONMENT PROTECTION,Associate Project Manager 02,1,"Engineering, Architecture, & Planning",72476.0,106222.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
350,374967,DEPARTMENT OF INVESTIGATION,Data Analyst,2,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",41996.0,47000.0,80 Maiden Lane
351,374967,DEPARTMENT OF INVESTIGATION,Data Analyst,2,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",41996.0,47000.0,80 Maiden Lane
352,375595,DEPT OF ENVIRONMENT PROTECTION,"Area Engineer, BEDC Coordination and Project Development Section",1,"Engineering, Architecture, & Planning",56990.0,156829.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
353,375600,DEPT OF ENVIRONMENT PROTECTION,Facility Manager,1,"Engineering, Architecture, & Planning",69940.0,186555.0,Citywide
354,375604,DEPT OF ENVIRONMENT PROTECTION,Reliability Centered Maintenance Engineers,10,"Engineering, Architecture, & Planning",56990.0,156829.0,Citywide
355,376088,DEPT OF ENVIRONMENT PROTECTION,.Net Programmer / Analyst,2,"Technology, Data & Innovation",64657.0,89634.0,"59-17 Junction Blvd, Flushing NY 11373"
356,376088,DEPT OF ENVIRONMENT PROTECTION,.Net Programmer / Analyst,2,"Technology, Data & Innovation",64657.0,89634.0,"59-17 Junction Blvd, Flushing NY 11373"
357,376426,DEPT OF ENVIRONMENT PROTECTION,"Chief, Personnel Unit",1,Administration & Human Resources,90000.0,110000.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
358,376439,DEPT OF ENVIRONMENT PROTECTION,HRIS Data Analyst,1,"Technology, Data & Innovation",65000.0,80000.0,"59-17 Junction Blvd, Corona NY"
359,376453,BOARD OF CORRECTION,Special Investigator Advisor,1,"Administration & Human Resources Policy, Research & Analysis Social Services",73305.0,92001.0,Rikers Island and downtown Manhattan office
360,376453,BOARD OF CORRECTION,Special Investigator Advisor,1,"Administration & Human Resources Policy, Research & Analysis Social Services",73305.0,92001.0,Rikers Island and downtown Manhattan office
361,376493,DEPT OF INFO TECH & TELECOMM,Senior Network Architect,1,"Technology, Data & Innovation",89509.0,126447.0,"Brooklyn, NY"
362,376554,DEPT OF DESIGN & CONSTRUCTION,Junior Capital Budget Analyst,1,"Finance, Accounting, & Procurement",48755.0,66247.0,"30-30 Thomson Avenue, LIC, NY"
363,376554,DEPT OF DESIGN & CONSTRUCTION,Junior Capital Budget Analyst,1,"Finance, Accounting, & Procurement",48755.0,66247.0,"30-30 Thomson Avenue, LIC, NY"
364,376556,DEPT OF ENVIRONMENT PROTECTION,"Chief, Personnel Unit",1,Administration & Human Resources,90000.0,110000.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
365,376566,DEPT OF DESIGN & CONSTRUCTION,Civil Engineer Intern,1,"Engineering, Architecture, & Planning",49916.0,60447.0,"30-30 Thomson Avenue, LIC, NY"
366,376566,DEPT OF DESIGN & CONSTRUCTION,Civil Engineer Intern,1,"Engineering, Architecture, & Planning",49916.0,60447.0,"30-30 Thomson Avenue, LIC, NY"
367,376620,DEPT OF DESIGN & CONSTRUCTION,Enviromental Assessment Coordinator,2,"Engineering, Architecture, & Planning",65783.0,95270.0,"30-30 Thomson Avenue, LIC, NY"
368,376620,DEPT OF DESIGN & CONSTRUCTION,Enviromental Assessment Coordinator,2,"Engineering, Architecture, & Planning",65783.0,95270.0,"30-30 Thomson Avenue, LIC, NY"
369,376623,DEPT OF DESIGN & CONSTRUCTION,Project Administrator,2,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, Long Island City, NY"
370,376623,DEPT OF DESIGN & CONSTRUCTION,Project Administrator,2,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, Long Island City, NY"
371,376690,OFFICE OF MANAGEMENT & BUDGET,Analyst  Data and Analytics Management,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,68244.0,255 Greenwich Street
372,376690,OFFICE OF MANAGEMENT & BUDGET,Analyst  Data and Analytics Management,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,68244.0,255 Greenwich Street
373,376967,DEPARTMENT OF TRANSPORTATION,Agency Attorney I,1,Legal Affairs,58716.0,89638.0,55 Water St Ny Ny
374,376967,DEPARTMENT OF TRANSPORTATION,Agency Attorney I,1,Legal Affairs,58716.0,89638.0,55 Water St Ny Ny
375,377304,TAXI & LIMOUSINE COMMISSION,Policy Analyst,1,"Policy, Research & Analysis",47500.0,52524.0,"33 Beaver St, New York Ny"
376,377304,TAXI & LIMOUSINE COMMISSION,Policy Analyst,1,"Policy, Research & Analysis",47500.0,52524.0,"33 Beaver St, New York Ny"
377,377309,DEPT OF DESIGN & CONSTRUCTION,Project Director,1,"Engineering, Architecture, & Planning",87490.0,118610.0,"30-30 Thomson Avenue, LIC, NY"
378,377309,DEPT OF DESIGN & CONSTRUCTION,Project Director,1,"Engineering, Architecture, & Planning",87490.0,118610.0,"30-30 Thomson Avenue, LIC, NY"
379,377796,DEPT OF ENVIRONMENT PROTECTION,Senior Counsel,1,Legal Affairs,105000.0,120000.0,59-17 Junction Blvd Corona NY 11373
380,377796,DEPT OF ENVIRONMENT PROTECTION,Senior Counsel,1,Legal Affairs,105000.0,120000.0,59-17 Junction Blvd Corona NY 11373
381,377904,DEPT OF INFO TECH & TELECOMM,CERT Specialist,1,"Technology, Data & Innovation",75000.0,150000.0,"New York, NY"
382,377904,DEPT OF INFO TECH & TELECOMM,CERT Specialist,1,"Technology, Data & Innovation",75000.0,150000.0,"New York, NY"
383,378359,DEPT OF INFO TECH & TELECOMM,Technical Operations Manager,1,"Communications & Intergovernmental Affairs Technology, Data & Innovation",63031.0,105000.0,"New York, NY"
384,378359,DEPT OF INFO TECH & TELECOMM,Technical Operations Manager,1,"Communications & Intergovernmental Affairs Technology, Data & Innovation",63031.0,105000.0,"New York, NY"
385,378526,DEPARTMENT OF TRANSPORTATION,Personnel Coordinator,1,Administration & Human Resources,55590.0,150371.0,"55 Water Street, NY, NY"
386,378606,DEPT OF INFO TECH & TELECOMM,Capacity Management Engineer,1,"Technology, Data & Innovation",96020.0,125000.0,"Brooklyn, NY"
387,378607,DEPT OF INFO TECH & TELECOMM,Integration Manager,1,"Technology, Data & Innovation",63031.0,125000.0,"Brooklyn, NY"
388,378607,DEPT OF INFO TECH & TELECOMM,Integration Manager,1,"Technology, Data & Innovation",63031.0,125000.0,"Brooklyn, NY"
389,378745,DEPT OF INFO TECH & TELECOMM,Senior Cloud Engineer,2,"Technology, Data & Innovation",100000.0,120000.0,"Brooklyn, NY"
390,378745,DEPT OF INFO TECH & TELECOMM,Senior Cloud Engineer,2,"Technology, Data & Innovation",100000.0,120000.0,"Brooklyn, NY"
391,378780,DEPT OF DESIGN & CONSTRUCTION,Project Director,1,"Engineering, Architecture, & Planning",87490.0,118610.0,"30-30 Thomson Avenue, LIC, NY"
392,378780,DEPT OF DESIGN & CONSTRUCTION,Project Director,1,"Engineering, Architecture, & Planning",87490.0,118610.0,"30-30 Thomson Avenue, LIC, NY"
393,378806,DEPT OF ENVIRONMENT PROTECTION,Budget Analyst,1,"Finance, Accounting, & Procurement",58152.0,74479.0,"59-17 Junction Blvd, Corona NY"
394,378822,OFF OF PAYROLL ADMINISTRATION,Union Services Associate,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",49390.0,71794.0,"5 Manhattan West, New York, NY"
395,378902,DEPT OF INFO TECH & TELECOMM,Associate Cloud Reliability Engineer,4,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
396,378902,DEPT OF INFO TECH & TELECOMM,Associate Cloud Reliability Engineer,4,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
397,378928,DEPT OF INFO TECH & TELECOMM,Senior Security Engineer - Applications,1,"Technology, Data & Innovation",75000.0,110000.0,"New York, NY"
398,378928,DEPT OF INFO TECH & TELECOMM,Senior Security Engineer - Applications,1,"Technology, Data & Innovation",75000.0,110000.0,"New York, NY"
399,379002,DEPT OF INFO TECH & TELECOMM,Security Engineer - Applications,1,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
400,379002,DEPT OF INFO TECH & TELECOMM,Security Engineer - Applications,1,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
401,379019,DEPT OF DESIGN & CONSTRUCTION,Senior Cost Estimator,2,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
402,379019,DEPT OF DESIGN & CONSTRUCTION,Senior Cost Estimator,2,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
403,379149,TAXI & LIMOUSINE COMMISSION,Human Resources Specialist,1,Administration & Human Resources,50000.0,60000.0,"33 Beaver St, New York NY"
404,379149,TAXI & LIMOUSINE COMMISSION,Human Resources Specialist,1,Administration & Human Resources,50000.0,60000.0,"33 Beaver St, New York NY"
405,379256,DEPT OF INFO TECH & TELECOMM,Application Support Specialist (CRM/Portal),1,"Technology, Data & Innovation",79564.0,98696.0,"Brooklyn, NY"
406,379315,DEPT OF DESIGN & CONSTRUCTION,Junior Web Application Developer,1,"Technology, Data & Innovation",79564.0,108087.0,"30-30 Thomson Avenue, LIC, NY"
407,379315,DEPT OF DESIGN & CONSTRUCTION,Junior Web Application Developer,1,"Technology, Data & Innovation",79564.0,108087.0,"30-30 Thomson Avenue, LIC, NY"
408,379509,DEPT OF INFO TECH & TELECOMM,Security Engineer â€“ Data Protection,1,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
409,379509,DEPT OF INFO TECH & TELECOMM,Security Engineer â€“ Data Protection,1,"Technology, Data & Innovation",75000.0,90000.0,"New York, NY"
410,379730,DEPT OF INFO TECH & TELECOMM,Security Engineer - Email,1,"Technology, Data & Innovation",75000.0,90000.0,"Manhattan, NY"
411,379730,DEPT OF INFO TECH & TELECOMM,Security Engineer - Email,1,"Technology, Data & Innovation",75000.0,90000.0,"Manhattan, NY"
412,379883,DEPT OF ENVIRONMENT PROTECTION,Forestry Program Manager,1,"Engineering, Architecture, & Planning",90000.0,110000.0,"71 Smith Avenue  Kingston, NY 12401"
413,379883,DEPT OF ENVIRONMENT PROTECTION,Forestry Program Manager,1,"Engineering, Architecture, & Planning",90000.0,110000.0,"71 Smith Avenue  Kingston, NY 12401"
414,379995,DEPT OF DESIGN & CONSTRUCTION,Program Coordinator,1,"Engineering, Architecture, & Planning",52137.0,144413.0,"30-30 Thomson Avenue, LIC, NY"
415,379995,DEPT OF DESIGN & CONSTRUCTION,Program Coordinator,1,"Engineering, Architecture, & Planning",52137.0,144413.0,"30-30 Thomson Avenue, LIC, NY"
416,380139,DEPARTMENT OF TRANSPORTATION,Data Engineer,2,"Technology, Data & Innovation",82884.0,106786.0,"34-02 Queens Boulevard Long Island City, N.Y. 11101"
417,380178,DEPT OF INFO TECH & TELECOMM,Franchise Planner,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",63309.0,77423.0,"Brooklyn, NY"
418,380583,DEPT OF INFO TECH & TELECOMM,Vulnerability Specialist,4,"Technology, Data & Innovation",75000.0,100000.0,"New York, NY"
419,380583,DEPT OF INFO TECH & TELECOMM,Vulnerability Specialist,4,"Technology, Data & Innovation",75000.0,100000.0,"New York, NY"
420,380613,DEPT OF INFO TECH & TELECOMM,Vulnerability Manager,1,"Technology, Data & Innovation",69940.0,165000.0,"New York, NY"
421,380613,DEPT OF INFO TECH & TELECOMM,Vulnerability Manager,1,"Technology, Data & Innovation",69940.0,165000.0,"New York, NY"
422,380616,DEPT OF ENVIRONMENT PROTECTION,Senior Counsel,1,Legal Affairs,90000.0,115000.0,"59-17 Junction Blvd, Corona NY"
423,380729,DEPARTMENT OF INVESTIGATION,Auditor,1,"Public Safety, Inspections, & Enforcement",43799.0,62577.0,"Primary Location: 5503 Route 9W Marlboro, NY 465 Columbus Ave., Valhalla, NY"
424,380729,DEPARTMENT OF INVESTIGATION,Auditor,1,"Public Safety, Inspections, & Enforcement",43799.0,62577.0,"Primary Location: 5503 Route 9W Marlboro, NY 465 Columbus Ave., Valhalla, NY"
425,380819,DEPT OF DESIGN & CONSTRUCTION,Senior Design Engineer,2,"Engineering, Architecture, & Planning",65783.0,95270.0,"30-30 Thomson Avenue, LIC, NY"
426,380819,DEPT OF DESIGN & CONSTRUCTION,Senior Design Engineer,2,"Engineering, Architecture, & Planning",65783.0,95270.0,"30-30 Thomson Avenue, LIC, NY"
427,380837,DEPT OF ENVIRONMENT PROTECTION,Stationary Engineer (Electric),1,"Engineering, Architecture, & Planning",45.49,45.49,CITYWIDE
428,380837,DEPT OF ENVIRONMENT PROTECTION,Stationary Engineer (Electric),1,"Engineering, Architecture, & Planning",45.49,45.49,CITYWIDE
429,380956,HOUSING PRESERVATION & DVLPMNT,NYC 15/15 Project Manager,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
430,380956,HOUSING PRESERVATION & DVLPMNT,NYC 15/15 Project Manager,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
431,381081,DEPT OF YOUTH & COMM DEV SRVS,"Outcome Specialist, Contract Development & Validation",1,Constituent Services & Community Programs,58440.0,69000.0,"2 Lafayette St., N.Y."
432,381097,DEPT OF INFO TECH & TELECOMM,Application Support Lead  (CRM/Portal),1,"Technology, Data & Innovation",56990.0,110000.0,"Brooklyn, NY"
433,381097,DEPT OF INFO TECH & TELECOMM,Application Support Lead  (CRM/Portal),1,"Technology, Data & Innovation",56990.0,110000.0,"Brooklyn, NY"
434,381189,DEPT OF DESIGN & CONSTRUCTION,Program Executive,2,"Engineering, Architecture, & Planning",52137.0,144413.0,"30-30 Thomson Avenue, LIC, NY"
435,381189,DEPT OF DESIGN & CONSTRUCTION,Program Executive,2,"Engineering, Architecture, & Planning",52137.0,144413.0,"30-30 Thomson Avenue, LIC, NY"
436,381241,DEPT OF DESIGN & CONSTRUCTION,Senior Project Administrator,2,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, LIC, NY"
437,381241,DEPT OF DESIGN & CONSTRUCTION,Senior Project Administrator,2,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, LIC, NY"
438,381289,DEPT OF ENVIRONMENT PROTECTION,Senior Counsel,1,Legal Affairs,88808.0,100000.0,"59-17 Junction Blvd, Corona NY"
439,381437,DEPT OF PARKS & RECREATION,City Seasonal Aide/Security Guard,150,"Public Safety, Inspections, & Enforcement",15.0,15.0,To be determined.
440,381437,DEPT OF PARKS & RECREATION,City Seasonal Aide/Security Guard,150,"Public Safety, Inspections, & Enforcement",15.0,15.0,To be determined.
441,381437,DEPT OF PARKS & RECREATION,City Seasonal Aide/Security Guard,150,"Public Safety, Inspections, & Enforcement",15.0,15.0,To be determined.
442,381448,ADMIN FOR CHILDREN'S SVCS,Attorney Level 2,7,Legal Affairs,66326.0,76275.0,"150 William Street, New York, New York  151-20 Jamaica Avenue, Queens, New York  900 Sheridan Avenue, Bronx, New York   330 Jay Street, Brooklyn, New York   350 St. Markâ€™s Place, Staten Island, New York"
443,381448,ADMIN FOR CHILDREN'S SVCS,Attorney Level 2,7,Legal Affairs,66326.0,76275.0,"150 William Street, New York, New York  151-20 Jamaica Avenue, Queens, New York  900 Sheridan Avenue, Bronx, New York   330 Jay Street, Brooklyn, New York   350 St. Markâ€™s Place, Staten Island, New York"
444,381736,DEPT OF RECORDS & INFO SERVICE,RECORDS SPECIALIST,1,"Policy, Research & Analysis",56990.0,110000.0,"31 Chambers St., N.Y."
445,381736,DEPT OF RECORDS & INFO SERVICE,RECORDS SPECIALIST,1,"Policy, Research & Analysis",56990.0,110000.0,"31 Chambers St., N.Y."
446,381752,DEPT OF ENVIRONMENT PROTECTION,Associate Public Health Sanitarian 1,1,"Health Public Safety, Inspections, & Enforcement",58677.0,91199.0,"Owls Head Wastewater Treatment Plant 6700 Shore Road, Brooklyn, NY 11220"
447,381752,DEPT OF ENVIRONMENT PROTECTION,Associate Public Health Sanitarian 1,1,"Health Public Safety, Inspections, & Enforcement",58677.0,91199.0,"Owls Head Wastewater Treatment Plant 6700 Shore Road, Brooklyn, NY 11220"
448,381847,DEPT OF INFO TECH & TELECOMM,Senior Engineer (SharePoint),1,"Technology, Data & Innovation",96020.0,120000.0,"Brooklyn, NY"
449,381954,DEPT OF INFO TECH & TELECOMM,MOME Press Secretary,1,"Technology, Data & Innovation",51190.0,93845.0,"New York, NY"
450,381954,DEPT OF INFO TECH & TELECOMM,MOME Press Secretary,1,"Technology, Data & Innovation",51190.0,93845.0,"New York, NY"
451,382228,DEPT OF INFO TECH & TELECOMM,Cybersecurity Senior Project Manager,1,"Technology, Data & Innovation",75000.0,155000.0,"255 Greenwich Street, NY NY"
452,382228,DEPT OF INFO TECH & TELECOMM,Cybersecurity Senior Project Manager,1,"Technology, Data & Innovation",75000.0,155000.0,"255 Greenwich Street, NY NY"
453,382447,DEPT OF DESIGN & CONSTRUCTION,Senior Policy Advisor,1,"Policy, Research & Analysis",56990.0,156829.0,"30-30 Thomson Avenue, LIC, NY"
454,382447,DEPT OF DESIGN & CONSTRUCTION,Senior Policy Advisor,1,"Policy, Research & Analysis",56990.0,156829.0,"30-30 Thomson Avenue, LIC, NY"
455,382704,DEPARTMENT OF SANITATION,Construction Project Manager III,1,"Engineering, Architecture, & Planning",69963.0,118610.0,"44 Beaver St., N.Y."
456,382704,DEPARTMENT OF SANITATION,Construction Project Manager III,1,"Engineering, Architecture, & Planning",69963.0,118610.0,"44 Beaver St., N.Y."
457,382756,DEPARTMENT OF INVESTIGATION,Examining Attorney,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",82500.0,82500.0,17 Battery Place
458,382756,DEPARTMENT OF INVESTIGATION,Examining Attorney,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",82500.0,82500.0,17 Battery Place
459,382793,DEPT OF DESIGN & CONSTRUCTION,Design Engineer,2,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
460,382793,DEPT OF DESIGN & CONSTRUCTION,Design Engineer,2,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
461,383059,TAXI & LIMOUSINE COMMISSION,Deputy Chief - Enforcement,1,"Public Safety, Inspections, & Enforcement",56990.0,86913.0,24-55 Bklyn Qns Expy Woodside
462,383059,TAXI & LIMOUSINE COMMISSION,Deputy Chief - Enforcement,1,"Public Safety, Inspections, & Enforcement",56990.0,86913.0,24-55 Bklyn Qns Expy Woodside
463,383063,DEPARTMENT OF INVESTIGATION,Investigator,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",52384.0,60644.0,80 Maiden Lane
464,383063,DEPARTMENT OF INVESTIGATION,Investigator,1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",52384.0,60644.0,80 Maiden Lane
465,383076,TAXI & LIMOUSINE COMMISSION,Deputy Director of Fitness Review Unit,1,Legal Affairs,66326.0,82000.0,"31-00 47 Ave, 3 FL, LIC NY"
466,383076,TAXI & LIMOUSINE COMMISSION,Deputy Director of Fitness Review Unit,1,Legal Affairs,66326.0,82000.0,"31-00 47 Ave, 3 FL, LIC NY"
467,383081,TAXI & LIMOUSINE COMMISSION,Policy Analyst- Data,1,"Policy, Research & Analysis",48000.0,52524.0,"33 Beaver St, New York Ny"
468,383081,TAXI & LIMOUSINE COMMISSION,Policy Analyst- Data,1,"Policy, Research & Analysis",48000.0,52524.0,"33 Beaver St, New York Ny"
469,383153,TAXI & LIMOUSINE COMMISSION,Assistant General Counsel,1,Legal Affairs,58716.0,70000.0,"33 Beaver St, New York Ny"
470,383153,TAXI & LIMOUSINE COMMISSION,Assistant General Counsel,1,Legal Affairs,58716.0,70000.0,"33 Beaver St, New York Ny"
471,383185,DEPT OF ENVIRONMENT PROTECTION,Budget Analyst,1,"Finance, Accounting, & Procurement",55416.0,74479.0,"59-17 Junction Blvd, Corona, NY"
472,383185,DEPT OF ENVIRONMENT PROTECTION,Budget Analyst,1,"Finance, Accounting, & Procurement",55416.0,74479.0,"59-17 Junction Blvd, Corona, NY"
473,383260,TAXI & LIMOUSINE COMMISSION,Radio Room Operator,2,"Public Safety, Inspections, & Enforcement",38923.0,52445.0,24-55 Bklyn Qns Expy Woodside
474,383260,TAXI & LIMOUSINE COMMISSION,Radio Room Operator,2,"Public Safety, Inspections, & Enforcement",38923.0,52445.0,24-55 Bklyn Qns Expy Woodside
475,383293,DEPT OF YOUTH & COMM DEV SRVS,Program Manager,1,Constituent Services & Community Programs,58440.0,88062.0,"2 Lafayette St., N.Y."
476,383293,DEPT OF YOUTH & COMM DEV SRVS,Program Manager,1,Constituent Services & Community Programs,58440.0,88062.0,"2 Lafayette St., N.Y."
477,383303,MUNICIPAL WATER FIN AUTHORITY,Analyst New York City Municipal Water Finance Authority (NYW),1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,68244.0,255 Greenwich Street
478,383303,MUNICIPAL WATER FIN AUTHORITY,Analyst New York City Municipal Water Finance Authority (NYW),1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,68244.0,255 Greenwich Street
479,383617,DEPT OF RECORDS & INFO SERVICE,Archives Assistant,6,Building Operations & Maintenance,18.1866,27.8467,"Sunset Park, Brooklyn"
480,383617,DEPT OF RECORDS & INFO SERVICE,Archives Assistant,6,Building Operations & Maintenance,18.1866,27.8467,"Sunset Park, Brooklyn"
481,383618,LAW DEPARTMENT,Deputy Unit Chief - Duplication and Finishing Services,1,Legal Affairs,37515.0,58886.0,"100 Church St., N.Y."
482,383618,LAW DEPARTMENT,Deputy Unit Chief - Duplication and Finishing Services,1,Legal Affairs,37515.0,58886.0,"100 Church St., N.Y."
483,383624,DEPARTMENT OF TRANSPORTATION,Roofer,1,Building Operations & Maintenance,296.73,296.73,88-26 Pitkin Avenue
484,383629,DEPT OF RECORDS & INFO SERVICE,Archivist,1,Building Operations & Maintenance,23.4308,33.6639,"Off-Site Facility - Sunset Park, Brooklyn"
485,383629,DEPT OF RECORDS & INFO SERVICE,Archivist,1,Building Operations & Maintenance,23.4308,33.6639,"Off-Site Facility - Sunset Park, Brooklyn"
486,383637,OFFICE OF MANAGEMENT & BUDGET,Analyst Sanitation,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,77115.0,255 Greenwich Street
487,383637,OFFICE OF MANAGEMENT & BUDGET,Analyst Sanitation,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",60660.0,77115.0,255 Greenwich Street
